flip_type,rho,seed,date,n_flipped,ex_post,SI,vol,failed,raw_ex_post
turbine2idle,0,-1,2024-01-09,0,2946.4462890625,-42.75153350830078,636.2939453125,0,2987.355712890625
turbine2idle,0,-1,2024-01-30,0,1798.275390625,-19.147258758544922,552.9324340820312,0,1805.3013916015625
turbine2idle,0,-1,2024-02-06,0,3277.761962890625,-18.499614715576172,198.71705627441406,0,3262.180419921875
turbine2idle,0,-1,2024-02-14,0,1537.7283935546875,-3.2994134426116943,369.9275207519531,0,1549.438720703125
turbine2idle,0,-1,2024-03-23,0,2022.798828125,-0.07226866483688354,0.0,0,2010.96240234375
turbine2idle,0,-1,2024-04-09,0,2004.46337890625,-15.502836227416992,171.71636962890625,0,2006.1650390625
turbine2idle,0,-1,2024-04-24,0,3301.53173828125,-39.54417037963867,0.0,0,3169.691650390625
turbine2idle,0,-1,2024-06-16,0,4064.6923828125,71.14838409423828,0.0,0,4034.30029296875
turbine2idle,0,-1,2024-07-04,0,3604.387451171875,158.7518768310547,0.0,0,3591.676025390625
turbine2idle,0,-1,2024-07-09,0,4393.84130859375,-11.001996040344238,0.0,0,4425.1669921875
turbine2idle,0,-1,2024-07-19,0,3796.716064453125,-35.01692199707031,0.0,0,3676.2734375
turbine2idle,0,-1,2024-08-03,0,3511.012451171875,-32.57785415649414,0.0,0,3466.59619140625
turbine2idle,0,-1,2024-08-05,0,5385.55712890625,-15.68202018737793,0.0,0,5371.50830078125
turbine2idle,0,-1,2024-08-09,0,4810.5185546875,0.0013683140277862549,0.0,0,4801.98779296875
turbine2idle,0,-1,2024-08-15,0,5043.619140625,-22.54229164123535,0.0,0,4975.71337890625
turbine2idle,0,-1,2024-10-05,0,3643.046630859375,-63.83710861206055,492.212158203125,0,3649.622802734375
turbine2idle,0,-1,2024-10-21,0,5321.5830078125,-10.093414306640625,314.8144836425781,0,5308.80078125
turbine2idle,0,-1,2024-11-21,0,3900.714599609375,-73.62731170654297,761.7077026367188,0,3893.623779296875
turbine2idle,0,-1,2024-12-13,0,8077.92333984375,-153.48501586914062,606.42236328125,0,8082.49609375
turbine2idle,1,0,2024-01-09,1,2915.63037109375,-39.12525939941406,601.9296875,0,2928.134521484375
turbine2idle,1,0,2024-01-30,1,1776.24951171875,-1.4707145690917969,394.99578857421875,0,1811.97021484375
turbine2idle,1,0,2024-02-06,1,3259.884033203125,-19.380409240722656,194.72010803222656,0,3259.442138671875
turbine2idle,1,0,2024-02-14,1,1577.5491943359375,0.0,308.2191162109375,0,1557.8564453125
turbine2idle,1,0,2024-03-23,1,2018.6602783203125,0.29433679580688477,0.0,0,1955.868408203125
turbine2idle,1,0,2024-04-09,1,1998.82373046875,-11.591330528259277,150.08938598632812,0,2011.87255859375
turbine2idle,1,0,2024-04-24,1,3283.760986328125,-39.31835174560547,0.0,0,2892.401611328125
turbine2idle,1,0,2024-06-16,1,4072.175537109375,65.42173767089844,0.0,0,4049.8896484375
turbine2idle,1,0,2024-07-04,1,3602.90234375,158.74655151367188,0.0,0,3590.111328125
turbine2idle,1,0,2024-07-09,1,4340.09423828125,-5.680384159088135,0.0,0,4183.89794921875
turbine2idle,1,0,2024-07-19,1,3729.547607421875,-32.85491943359375,0.0,0,3367.227783203125
turbine2idle,1,0,2024-08-03,1,3473.86767578125,-22.22977638244629,0.0,0,3274.373046875
turbine2idle,1,0,2024-08-05,1,nan,nan,nan,1,5076.35302734375
turbine2idle,1,0,2024-08-09,1,4821.646484375,-8.36314868927002,0.0,0,4666.20361328125
turbine2idle,1,0,2024-08-15,1,4990.28564453125,-16.635881423950195,0.0,0,4715.744140625
turbine2idle,1,0,2024-10-05,1,3632.478515625,-62.063026428222656,493.8027648925781,0,3666.537353515625
turbine2idle,1,0,2024-10-21,1,5314.421875,-10.857880592346191,327.05450439453125,0,5330.31298828125
turbine2idle,1,0,2024-11-21,1,3865.04345703125,-52.67250061035156,665.0791625976562,0,3862.23583984375
turbine2idle,1,0,2024-12-13,1,7993.7294921875,-164.7583770751953,677.4736328125,0,7973.64404296875
turbine2idle,2,0,2024-01-09,2,2854.354736328125,-16.631725311279297,538.0050659179688,0,2570.630126953125
turbine2idle,2,0,2024-01-30,2,1738.825927734375,0.0,457.0971374511719,0,1688.189208984375
turbine2idle,2,0,2024-02-06,2,3232.3671875,-14.604809761047363,174.3502197265625,0,3081.832763671875
turbine2idle,2,0,2024-02-14,2,1535.2105712890625,0.0,310.2196044921875,0,1473.5819091796875
turbine2idle,2,0,2024-03-23,2,2007.83740234375,0.7531558275222778,0.0,0,1899.0672607421875
turbine2idle,2,0,2024-04-09,2,1973.1015625,-7.148521900177002,129.04254150390625,0,1870.427978515625
turbine2idle,2,0,2024-04-24,2,3321.724853515625,-28.566856384277344,0.0,0,2647.930908203125
turbine2idle,2,0,2024-06-16,2,4043.413330078125,47.62201690673828,0.0,0,3794.177001953125
turbine2idle,2,0,2024-07-04,2,3606.77197265625,155.75857543945312,0.0,0,3593.9921875
turbine2idle,2,0,2024-07-09,2,nan,nan,nan,1,3835.127197265625
turbine2idle,2,0,2024-07-19,2,3691.75927734375,-31.866886138916016,0.0,0,3075.28955078125
turbine2idle,2,0,2024-08-03,2,3472.4111328125,-22.668607711791992,0.0,0,3088.935302734375
turbine2idle,2,0,2024-08-05,2,nan,nan,nan,1,4796.263671875
turbine2idle,2,0,2024-08-09,2,4628.4853515625,-5.231179237365723,0.0,0,4391.046875
turbine2idle,2,0,2024-08-15,2,4897.75146484375,-13.589313507080078,0.0,0,4440.06298828125
turbine2idle,2,0,2024-10-05,2,3614.437744140625,-51.9327392578125,471.0622863769531,0,3513.22412109375
turbine2idle,2,0,2024-10-21,2,5325.15625,-8.455097198486328,260.95489501953125,0,5032.2880859375
turbine2idle,2,0,2024-11-21,2,3875.9462890625,-32.35810852050781,476.6016540527344,0,3465.04931640625
turbine2idle,2,0,2024-12-13,2,7867.1884765625,-117.06243133544922,536.353271484375,0,7364.00732421875
turbine2idle,3,0,2024-01-09,3,2831.905517578125,0.0,314.5946350097656,0,2193.041748046875
turbine2idle,3,0,2024-01-30,3,1781.6854248046875,0.0,371.1559143066406,0,1456.0330810546875
turbine2idle,3,0,2024-02-06,3,3207.13671875,-13.721208572387695,136.92372131347656,0,2872.91943359375
turbine2idle,3,0,2024-02-14,3,1534.4833984375,0.0,223.718505859375,0,1265.10498046875
turbine2idle,3,0,2024-03-23,3,1996.744873046875,0.7113118171691895,0.0,0,1845.996826171875
turbine2idle,3,0,2024-04-09,3,1945.83154296875,-4.756458282470703,111.85690307617188,0,1738.8355712890625
turbine2idle,3,0,2024-04-24,3,3153.418701171875,-27.21479606628418,0.0,0,2394.494873046875
turbine2idle,3,0,2024-06-16,3,3701.5849609375,47.660240173339844,0.0,0,3459.167236328125
turbine2idle,3,0,2024-07-04,3,3542.48486328125,154.0466766357422,0.0,0,2858.5498046875
turbine2idle,3,0,2024-07-09,3,3751.474609375,-2.977961301803589,0.0,0,3516.072509765625
turbine2idle,3,0,2024-07-19,3,3675.389404296875,-32.02462387084961,0.0,0,2803.117431640625
turbine2idle,3,0,2024-08-03,3,3392.83544921875,-14.526432991027832,0.0,0,2885.466064453125
turbine2idle,3,0,2024-08-05,3,5026.15234375,-5.745803356170654,0.0,0,4531.83203125
turbine2idle,3,0,2024-08-09,3,4329.91943359375,-6.560966491699219,0.0,0,4124.9501953125
turbine2idle,3,0,2024-08-15,3,4727.67822265625,-7.024302959442139,0.0,0,4153.3388671875
turbine2idle,3,0,2024-10-05,3,3595.51806640625,-31.719829559326172,312.85809326171875,0,3296.124755859375
turbine2idle,3,0,2024-10-21,3,5264.130859375,-8.45064640045166,208.50909423828125,0,4694.701171875
turbine2idle,3,0,2024-11-21,3,3827.743896484375,-13.785367965698242,396.6673278808594,0,3041.513427734375
turbine2idle,3,0,2024-12-13,3,7917.6484375,-104.25619506835938,201.74533081054688,0,6734.408203125
turbine2idle,4,0,2024-01-09,4,2831.9228515625,0.0,248.21604919433594,0,1832.423828125
turbine2idle,4,0,2024-01-30,4,1778.165283203125,0.0,298.830078125,0,1205.9591064453125
turbine2idle,4,0,2024-02-06,4,3145.15869140625,-4.298563480377197,43.50448989868164,0,2667.36376953125
turbine2idle,4,0,2024-02-14,4,1553.319091796875,0.0,168.3201141357422,0,1064.356689453125
turbine2idle,4,0,2024-03-23,4,1957.7054443359375,1.0473018884658813,0.0,0,1805.8775634765625
turbine2idle,4,0,2024-04-09,4,1896.5322265625,-1.5138556957244873,77.39128875732422,0,1583.0826416015625
turbine2idle,4,0,2024-04-24,4,3026.921630859375,-15.389189720153809,0.0,0,2114.47412109375
turbine2idle,4,0,2024-06-16,4,3290.7890625,47.71023178100586,0.0,0,3056.0576171875
turbine2idle,4,0,2024-07-04,4,3361.65673828125,103.22653198242188,0.0,0,2202.07470703125
turbine2idle,4,0,2024-07-09,4,nan,nan,nan,1,3105.42529296875
turbine2idle,4,0,2024-07-19,4,3520.314697265625,-20.25715446472168,0.0,0,2467.650634765625
turbine2idle,4,0,2024-08-03,4,3330.280029296875,-10.434392929077148,0.0,0,2689.641357421875
turbine2idle,4,0,2024-08-05,4,nan,nan,nan,1,4177.51806640625
turbine2idle,4,0,2024-08-09,4,3905.878173828125,-6.561147212982178,0.0,0,3711.84765625
turbine2idle,4,0,2024-08-15,4,4508.59521484375,-4.655506134033203,0.0,0,3870.0029296875
turbine2idle,4,0,2024-10-05,4,3551.916748046875,-28.672494888305664,278.6134338378906,0,3021.302490234375
turbine2idle,4,0,2024-10-21,4,5268.4052734375,-8.449175834655762,134.5992889404297,0,4353.67529296875
turbine2idle,4,0,2024-11-21,4,3835.870849609375,-13.773679733276367,218.91575622558594,0,2632.2861328125
turbine2idle,4,0,2024-12-13,4,7829.7392578125,-79.24020385742188,31.265823364257812,0,6037.23583984375
turbine2idle,5,0,2024-01-09,5,2770.35400390625,0.0,155.78627014160156,0,1416.827880859375
turbine2idle,5,0,2024-01-30,5,1773.1016845703125,0.0,195.8112335205078,0,936.0579833984375
turbine2idle,5,0,2024-02-06,5,2861.6748046875,-1.927027940750122,0.0,0,2420.677978515625
turbine2idle,5,0,2024-02-14,5,1523.253173828125,0.0,142.73190307617188,0,851.3401489257812
turbine2idle,5,0,2024-03-23,5,1908.7322998046875,1.630420207977295,0.0,0,1751.49658203125
turbine2idle,5,0,2024-04-09,5,1836.7481689453125,0.0,0.0,0,1421.7149658203125
turbine2idle,5,0,2024-04-24,5,2873.4375,-5.453503131866455,0.0,0,1815.56689453125
turbine2idle,5,0,2024-06-16,5,2856.097900390625,47.66679763793945,0.0,0,2628.4169921875
turbine2idle,5,0,2024-07-04,5,nan,nan,nan,1,1547.666015625
turbine2idle,5,0,2024-07-09,5,3231.964111328125,-60.20841598510742,0.0,0,2712.8662109375
turbine2idle,5,0,2024-07-19,5,3368.45361328125,-19.0517635345459,0.0,0,2136.552978515625
turbine2idle,5,0,2024-08-03,5,3155.123291015625,-1.6313250064849854,0.0,0,2472.742431640625
turbine2idle,5,0,2024-08-05,5,4872.859375,-108.93598175048828,0.0,0,3797.58984375
turbine2idle,5,0,2024-08-09,5,3433.463134765625,-6.56112813949585,0.0,0,3250.904541015625
turbine2idle,5,0,2024-08-15,5,4258.99755859375,-2.4955859184265137,0.0,0,3566.673828125
turbine2idle,5,0,2024-10-05,5,3568.193603515625,-14.072023391723633,131.24298095703125,0,2766.1591796875
turbine2idle,5,0,2024-10-21,5,5103.15869140625,-1.0069878101348877,0.0,0,4004.56884765625
turbine2idle,5,0,2024-11-21,5,3706.430419921875,-13.817459106445312,170.44473266601562,0,2173.064697265625
turbine2idle,5,0,2024-12-13,5,7390.79248046875,6.382523536682129,0.0,0,5333.3095703125
turbine2idle,6,0,2024-01-09,6,2589.30224609375,0.0,0.0,0,1005.3876953125
turbine2idle,6,0,2024-01-30,6,1711.3604736328125,0.0,27.399242401123047,0,632.064697265625
turbine2idle,6,0,2024-02-06,6,2548.19091796875,-1.9462900161743164,0.0,0,2178.23681640625
turbine2idle,6,0,2024-02-14,6,1489.5673828125,0.0,25.81041145324707,0,616.7290649414062
turbine2idle,6,0,2024-03-23,6,1845.0438232421875,1.4942255020141602,0.0,0,1685.0206298828125
turbine2idle,6,0,2024-04-09,6,1645.4288330078125,0.0,0.0,0,1228.16796875
turbine2idle,6,0,2024-04-24,6,2503.681396484375,0.0,0.0,0,1484.667724609375
turbine2idle,6,0,2024-06-16,6,2342.800537109375,47.637542724609375,0.0,0,2121.849365234375
turbine2idle,6,0,2024-07-04,6,nan,nan,nan,1,1209.89208984375
turbine2idle,6,0,2024-07-09,6,nan,nan,nan,1,2244.265625
turbine2idle,6,0,2024-07-19,6,3045.376708984375,0.0,0.0,0,1791.276611328125
turbine2idle,6,0,2024-08-03,6,2947.52685546875,-1.5865859985351562,0.0,0,2240.245849609375
turbine2idle,6,0,2024-08-05,6,nan,nan,nan,1,3470.859619140625
turbine2idle,6,0,2024-08-09,6,2830.531982421875,-6.561131477355957,0.0,0,2661.162353515625
turbine2idle,6,0,2024-08-15,6,3975.21826171875,-2.041019916534424,0.0,0,3228.99609375
