flip_type,rho,seed,date,n_flipped,ex_post,SI,vol,failed
active2idle,2,0,2024-08-09,2,4628.4853515625,-5.231179237365723,0.0,0
active2idle,2,0,2024-08-15,2,4897.75146484375,-13.589313507080078,0.0,0
active2idle,2,0,2024-10-05,2,3614.437744140625,-51.9327392578125,471.0622863769531,0
active2idle,2,0,2024-10-21,2,5325.15625,-8.455097198486328,260.95489501953125,0
active2idle,2,0,2024-11-21,2,3875.9462890625,-32.35810852050781,476.6016540527344,0
active2idle,2,0,2024-12-13,2,7867.1884765625,-117.06243133544922,536.353271484375,0
active2idle,3,0,2024-01-09,3,2831.905517578125,0.0,314.5946350097656,0
active2idle,3,0,2024-01-30,3,1781.6854248046875,0.0,371.1559143066406,0
active2idle,3,0,2024-02-06,3,3207.13671875,-13.721208572387695,136.92372131347656,0
active2idle,3,0,2024-02-14,3,1534.4833984375,0.0,223.718505859375,0
active2idle,3,0,2024-03-23,3,1996.744873046875,0.7113118171691895,0.0,0
active2idle,3,0,2024-04-09,3,1945.83154296875,-4.756458282470703,111.85690307617188,0
active2idle,3,0,2024-04-24,3,3153.418701171875,-27.21479606628418,0.0,0
active2idle,3,0,2024-06-16,3,4067.23681640625,64.05906677246094,0.0,0
active2idle,3,0,2024-07-04,3,3542.48486328125,154.0466766357422,0.0,0
active2idle,3,0,2024-07-09,3,3751.474609375,-2.977961301803589,0.0,0
active2idle,3,0,2024-07-19,3,3675.389404296875,-32.02462387084961,0.0,0
active2idle,3,0,2024-08-03,3,3392.83544921875,-14.526432991027832,0.0,0
active2idle,3,0,2024-08-05,3,5026.15234375,-5.745803356170654,0.0,0
active2idle,3,0,2024-08-09,3,4329.91943359375,-6.560966491699219,0.0,0
active2idle,3,0,2024-08-15,3,4727.67822265625,-7.024302959442139,0.0,0
active2idle,3,0,2024-10-05,3,3595.51806640625,-31.719829559326172,312.85809326171875,0
active2idle,3,0,2024-10-21,3,5264.130859375,-8.45064640045166,208.50909423828125,0
active2idle,3,0,2024-11-21,3,3827.743896484375,-13.785367965698242,396.6673278808594,0
active2idle,3,0,2024-12-13,3,7917.6484375,-104.25619506835938,201.74533081054688,0
active2idle,4,0,2024-01-09,4,2831.9228515625,0.0,248.21604919433594,0
active2idle,4,0,2024-01-30,4,1778.165283203125,0.0,298.830078125,0
active2idle,4,0,2024-02-06,4,3145.15869140625,-4.298563480377197,43.50448989868164,0
active2idle,4,0,2024-02-14,4,1553.319091796875,0.0,168.3201141357422,0
active2idle,4,0,2024-03-23,4,1957.7054443359375,1.0473018884658813,0.0,0
active2idle,4,0,2024-04-09,4,1896.5322265625,-1.5138556957244873,77.39128875732422,0
active2idle,4,0,2024-04-24,4,3026.921630859375,-15.389189720153809,0.0,0
active2idle,4,0,2024-06-16,4,4088.818359375,25.6475772857666,0.0,0
active2idle,4,0,2024-07-04,4,3361.65673828125,103.22653198242188,0.0,0
active2idle,4,0,2024-07-09,4,nan,nan,nan,1
active2idle,4,0,2024-07-19,4,3520.314697265625,-20.25715446472168,0.0,0
active2idle,4,0,2024-08-03,4,3330.280029296875,-10.434392929077148,0.0,0
active2idle,4,0,2024-08-05,4,nan,nan,nan,1
active2idle,4,0,2024-08-09,4,4479.8583984375,-5.190917015075684,0.0,0
active2idle,4,0,2024-08-15,4,4508.59521484375,-4.655506134033203,0.0,0
active2idle,4,0,2024-10-05,4,3551.916748046875,-28.672494888305664,278.6134338378906,0
active2idle,4,0,2024-10-21,4,5268.4052734375,-8.449175834655762,134.5992889404297,0
active2idle,4,0,2024-11-21,4,3835.870849609375,-13.773679733276367,218.91575622558594,0
active2idle,4,0,2024-12-13,4,7829.7392578125,-79.24020385742188,31.265823364257812,0
active2idle,5,0,2024-01-09,5,2770.35400390625,0.0,155.78627014160156,0
active2idle,5,0,2024-01-30,5,1773.1016845703125,0.0,195.8112335205078,0
active2idle,5,0,2024-02-06,5,2861.6748046875,-1.927027940750122,0.0,0
active2idle,5,0,2024-02-14,5,1523.253173828125,0.0,142.73190307617188,0
active2idle,5,0,2024-03-23,5,1908.7322998046875,1.630420207977295,0.0,0
active2idle,5,0,2024-04-09,5,1836.7481689453125,0.0,0.0,0
active2idle,5,0,2024-04-24,5,2873.4375,-5.453503131866455,0.0,0
active2idle,5,0,2024-06-16,5,3926.65185546875,25.74934196472168,0.0,0
active2idle,5,0,2024-07-04,5,nan,nan,nan,1
active2idle,5,0,2024-07-09,5,3231.964111328125,-60.20841598510742,0.0,0
active2idle,5,0,2024-07-19,5,3368.45361328125,-19.0517635345459,0.0,0
active2idle,5,0,2024-08-03,5,3155.123291015625,-1.6313250064849854,0.0,0
active2idle,5,0,2024-08-05,5,4872.859375,-108.93598175048828,0.0,0
active2idle,5,0,2024-08-09,5,4615.52294921875,-5.945466041564941,0.0,0
active2idle,5,0,2024-08-15,5,4258.99755859375,-2.4955859184265137,0.0,0
active2idle,5,0,2024-10-05,5,3568.193603515625,-14.072023391723633,131.24298095703125,0
active2idle,5,0,2024-10-21,5,5103.15869140625,-1.0069878101348877,0.0,0
active2idle,5,0,2024-11-21,5,3706.430419921875,-13.817459106445312,170.44473266601562,0
active2idle,5,0,2024-12-13,5,7390.79248046875,6.382523536682129,0.0,0
active2idle,6,0,2024-01-09,6,2589.30224609375,0.0,0.0,0
active2idle,6,0,2024-01-30,6,1711.3604736328125,0.0,27.399242401123047,0
active2idle,6,0,2024-02-06,6,2548.19091796875,-1.9462900161743164,0.0,0
active2idle,6,0,2024-02-14,6,1489.5673828125,0.0,25.81041145324707,0
active2idle,6,0,2024-03-23,6,1845.0438232421875,1.4942255020141602,0.0,0
active2idle,6,0,2024-04-09,6,1645.4288330078125,0.0,0.0,0
active2idle,6,0,2024-04-24,6,2503.681396484375,0.0,0.0,0
active2idle,6,0,2024-06-16,6,3611.9658203125,25.750415802001953,0.0,0
active2idle,6,0,2024-07-04,6,3069.867919921875,102.19046020507812,0.0,0
active2idle,6,0,2024-07-09,6,3181.393798828125,-3.407869815826416,0.0,0
active2idle,6,0,2024-07-19,6,3045.376708984375,0.0,0.0,0
active2idle,6,0,2024-08-03,6,2947.52685546875,-1.5865859985351562,0.0,0
active2idle,6,0,2024-08-05,6,nan,nan,nan,1
active2idle,6,0,2024-08-09,6,4191.54150390625,-5.933469295501709,0.0,0
active2idle,6,0,2024-08-15,6,3975.21826171875,-2.041019916534424,0.0,0
active2idle,6,0,2024-10-05,6,3442.18798828125,-1.1806256771087646,72.68148040771484,0
active2idle,6,0,2024-10-21,6,4675.13330078125,-1.0073224306106567,0.0,0
active2idle,6,0,2024-11-21,6,3648.448486328125,0.0,88.00904846191406,0
active2idle,6,0,2024-12-13,6,6669.42236328125,0.0,0.0,0
